차종코드(표준),판매지역,판매국가,원인부품(5),현상코드,현상명,사용일수,주행거리(km로 환산),특이사항,고장,원인부품숫자
(LFa) LF SONATA [C2],북미,캐나다,CRASH PAD ASSY-MAIN,Q55,소음/이음_주행중,842,32419,"[C]CREAKING NOISE HEARD FROM DASH.
[R]REPLACED FOAM TAPE AT CRASH PAD WITH SOFTER TAPE. TESTED AND CONFIRMED NOISE IS NOW GONE.
[T]CONFIRMED COMPLAINT. INPECTED AND FOUND THE CRASH PAD TO HAVE FOAM TAPE THAT IS TOO STIFF IN THE COLD AND RESULTING IN A CREAKING NOISE.
[L]51023
",소음 관련,0
(LFa) LF SONATA [C2],북미,캐나다,CRASH PAD ASSY-MAIN,Q55,소음/이음_주행중,94,775,"[C]Rattle noise when drive.
[R]very new car but dash board in back order, verbal agree by DCSM Mr Chris to borrow a dash from one of our stock car.
After replacement and road test, noise gone.
[T]road test and confirm rattle noise from middle of the dash board. remove dash board and notice the rattle noice from dash when tapping on it. need to replace the dash board.
[C]Rattle noise when drive.
[R]very new car but dash board in back order, verbal agree by DCSM Mr Chris to borrow a dash from one of our stock car.
After replacement and road test, noise gone.
[T]road test and confirm rattle noise from middle of the dash board. remove dash board and notice the rattle noice from dash when tapping on it. need to replace the dash board.
",소음 관련,0
(LFa) LF SONATA [C2],북미,캐나다,CRASH PAD ASSY-MAIN,Q55,소음/이음_주행중,94,775,"[C]Trade Assistance Proposal for $1,130.00 (Jovita Laya)
[R]Trade Assistance Proposal for $1,130.00 (Jovita Laya)
[T]Trade Assistance Proposal for $1,130.00 (Jovita Laya)
",소음 관련,0
(LFa) LF SONATA [C2],북미,캐나다,CRASH PAD ASSY-MAIN,Q55,소음/이음_주행중,439,34268,"[C]CUSTOMER REPORTS A RATTLE COMING FROM THE PASSENGER SIDE OF THE
VEHICLE WHEN DRIVING - CAN HEAR AT ALL SPEEDS
[R]REMOVED ALL CRASH PAD TO COWL CROSS BAR MOUNTING SCREWS, BOLTS, AND NUTS. . PULLED CRASH PAD AWAY FROM COWL CROSS BAR AND FIREWALL. INSTALLED FOAM TAPE TO EACH OF 4 MOUNTING TABS ON FIREWALL. RE-INSTALLED CRASH PAD TO MOUNTING TABS.  ROAD TESTED VEHICLE AFTER REPAIRS COMPLETED. TECH IS NO LONGER HEARING INITIAL NOISE CONCERN ON FINAL ROAD TEST
[T]CONFIRMED RATTLE/SNAPPING NOISE FROM FRONT OF VEHICLE. SOURCE OF NOISE
IS COMING FROM CRASH PAD SHIFTING AGAINST MOUNTING TABS.
[L]TECH STORY AND PUNCHTIMES ATTACHED
[D]Allow
[C]CUSTOMER REPORTS A RATTLE COMING FROM THE PASSENGER SIDE OF THE
VEHICLE WHEN DRIVING - CAN HEAR AT ALL SPEEDS
[R] REMOVED ALL CRASH PAD TO COWL CROSS BAR MOUNTING SCREWS, BOLTS, AND NUTS. . PULLED CRASH PAD AWAY FROM COWL CROSS BAR AND FIREWALL. INSTALLED FOAM TAPE TO EACH OF 4 MOUNTING TABS ON FIREWALL. RE-INSTALLED CRASH PAD TO MOUNTING TABS.  ROAD TESTED VEHICLE AFTER REPAIRS COMPLETED. TECH IS NO LONGER HEARING INITIAL NOISE CONCERN ON FINAL ROAD TEST
[T]CONFIRMED RATTLE/SNAPPING NOISE FROM FRONT OF VEHICLE. SOURCE OF NOISE
IS COMING FROM CRASH PAD SHIFTING AGAINST MOUNTING TABS.
[L]TECH STORY AND PUNCHTIMES ATTACHED
[D]Allow
",소음 관련,0
(LFa) LF SONATA [C2],북미,캐나다,CRASH PAD ASSY-MAIN,Q55,소음/이음_주행중,854,29635,"[C]Noise from front when driving - right front area
[R]Removed panel and added foam pads between body chassis and dash mounts
[T]Confirmed noise - improper gap between panel and dash
[C]Noise from front when driving - right front area
[R]Removed panel and added foam pads between body chassis and dash mounts
[T]Confirmed noise - improper gap between panel and dash
",소음 관련,0
(LFa) LF SONATA [C2],북미,캐나다,CRASH PAD ASSY-MAIN,Q55,소음/이음_주행중,60,1833,"[C]customer reports squeaking noise coming from dash area of vehicle
[R]will require re&re of dashboard for inspection, may require further adjustment.
Removed easy-to-access panels to eliminate possible cause, noise still present. Removed A pillar, complete dash and centre console, road tested, noise still heard but now located to roof. Removed headliner and attached chassis ear and stethoscope to areas on roof. Road tested, creaking noise much louder, traced to welds. Opened HYTAC Case, sent out for sublet repair of welds with application of insulation to weld after repair 9touch-up paint&#41;. Reinstalled headliner, dashboard, trim paneling, ok
[T]squeaking noise confirmed coming from inside dashboard &#40;under crash pad&#41;
Poor welds, cracked causing squeaking noise
[L]LTS for re&re crash pad 84710R00 2.4h
Attached tech notes, punch times, and sublet invoice for review
[C]customer reports squeaking noise coming from dash area of vehicle
[R]will require re&re of dashboard for inspection, may require further adjustment.
Removed easy-to-access panels to eliminate possible cause, noise still present. Removed A pillar, complete dash and centre console, road tested, noise still heard but now located to roof. Removed headliner and attached chassis ear and stethoscope to areas on roof. Road tested, creaking noise much louder, traced to
[T]squeaking noise confirmed coming from inside dashboard &#40;under crash pad&#41;
Poor welds, cracked causing squeaking noise
[L]LTS for re&re crash pad 84710R00 2.4h
Attached tech notes, punch times, and sublet invoice for review
",소음 관련,0
(LFa) LF SONATA [C2],북미,캐나다,CRASH PAD ASSY-MAIN,Q55,소음/이음_주행중,458,17563,"[C]Rattle at right side speaker area
[R]Removed glove box, side panel trim at right side of crash pad, adjusted panels and trims, okay
[T]Loose fasteners and interference under crash pad right side
",소음 관련,0
(LFa) LF SONATA [C2],북미,캐나다,CRASH PAD ASSY-MAIN,Q55,소음/이음_주행중,321,6737,"[C]Check for rattle noise coming from dash
[R]installed dash pad and center console, test ok now
[T]found dash loose and contracted, removed dash found a lower dash panel garnish had a damaged clip which would cause parts of the dash to be loose and not secure in some areas. removed main dash pad found 2 of 3 damaged retaining clips causing the rattle and dash insecure changed dash pad as require
[L]claim for labour only
",소음 관련,0
(LFa) LF SONATA [C2],북미,캐나다,CRASH PAD ASSY-MAIN,Q55,소음/이음_주행중,321,6737,"[C]check for rattle noise coming from dash
[R]installed dash pad and center  console. test ok now
[T]found dash loose and contracted upon removal of dash found a lower dash panel garnish had a damaged clip which would cause parts of the dash to be loose and not secure in some areas. upon removal of the main dash pad found 2 of 3 damaged retaining clips causing the rattle and dash insecure changed
[D]RS1 CLAIM REVIEW
",소음 관련,0
(LFa) LF SONATA [C2],북미,캐나다,PANEL ASSY-CTR FACIA,Q55,소음/이음_주행중,676,41869,"[C]CUSTOMER REPORTS THAT THE TRIM PIECE AROUND THE RADIO IS CRACKED AND IS MAKING A NOISE
[R]RE+RE TRIM PIECE NO MORE ISSUES
[T]CONFIRM CONCERN. FOUND TRIM PIECE CRACKED. NO PHYSICAL DAMAGE. STRESS CRACKED
[C]CUSTOMER REPORTS THAT THE TRIM PIECE AROUND THE RADIO IS CRACKED AND IS MAKING A NOISE
[R]RE+RE TRIM PIECE NO MORE ISSUES
[T]CONFIRM CONCERN. FOUND TRIM PIECE CRACKED. NO PHYSICAL DAMAGE. STRESS CRACKED
",소음 관련,3
(LFa) LF SONATA [C2],북미,캐나다,PANEL ASSY-CTR FACIA,Q55,소음/이음_주행중,533,46359,"[C]check for trim around passenger side center air vent loose.
[R]replace center trim cluster and radio trim asy. recheck. okay now.
[T]confirm the problem. found center trim cluster and radio trim asy defected.
[C]check for trim around passenger side center air vent loose.
[R]replace center trim cluster and radio trim asy. recheck. okay now.
[T]confirm the problem. found center trim cluster and radio trim asy defected.
",소음 관련,3
(LFa) LF SONATA [C2],북미,캐나다,PANEL ASSY-CTR FACIA,Q55,소음/이음_주행중,298,12568,"[C]dash rattle from front
[R]uninstalled and re secured properly
[T]cluster shroud creaking against cluster
",소음 관련,3
(LFa) LF SONATA [C2],북미,캐나다,PANEL ASSY-CTR FACIA,Q54,소음/이음_정차시,468,30598,"[C]CHECK FOR CONTROL BEZEL PEELING
[R]REPLACED CENTER FACIAL
[T]CONFIRMED AND FOUND CENTRE FACIAL PANEL NEED TO REPLACE
[C]CHECK FOR CONTROL BEZEL PEELING
[R]REPLACED CENTER FACIAL
[T]CONFIRMED AND FOUND CENTRE FACIAL PANEL NEED TO REPLACE
",소음 관련,3
(LFa) LF SONATA [C2],북미,캐나다,PANEL ASSY-CTR FACIA,Q55,소음/이음_주행중,108,18174,"[C]Squeaking noise from dash.
[R]Replaced trim, ok now.
[T]Trim arround start button making squeaking noise.
",소음 관련,3
[JFA] K5 [D5],북미,캐나다,HOUSING ASSY-GL/BOX,Q55,소음/이음_주행중,21,2012,"[C]Customer reports glove box assembly rattles and not locking at times
[R]re&re complete glove box assembly, reposition sticker and latch assembly add missing foam to glove box door.
[T]door loose and not locking at times.
[C]Customer reports glove box assembly rattles and not locking at times
[R]re&re complete glove box assembly, reposition sticker and latch assembly add missing foam to glove box door.
[T]door loose and not locking at times.
",소음 관련,4
[JFA] K5 [D5],북미,캐나다,CRASH PAD ASSY-MAIN,Q53,소음/이음_요철로/둔턱,714,52762,"[C]rattle while driving sounds like tapping
[R]insulated area noise is gone
[T]confirmed issue , front portion of pad rattling
[C]rattle while driving sounds like tapping
[R]insulated area noise is gone
[T]confirmed issue , front portion of pad rattling
",소음 관련,0
(BK) GENESIS COUPE [DK],북미,캐나다,BAR ASSY-COWL CROSS,Q53,소음/이음_요철로/둔턱,44,3523,"[C]RATTLING NOISE FROM PASSENGER FRONT DOOR OVER BUMP
[R]REINSTALLED DOOR PANEL, A PILLAR TRIM, DOOR SILL, SIDE PANEL ON DASH & APPLIED INSULATION FOAM ON TRIM
REMOVED BRACKET FOR MOUDLE AND APPLIED INSULATION BETWEEN BRACKETS AND FRAME AND
RETORQUED BRACKET ON FRAME
[T]REMOVED DOOR PANEL AND INSPECTED FOR ANY LOOSE BOLTS ON PANEL &#40;OK&#41;
REMOVED A PILLAR TRIM AND INSPECTED FOR LOOSE BOLT AND BRACKET &#40;OK-NOISE STILL OCCURS&#41;
REMOVED DOOR SILL AND SIDE PANLE ON DASH &#40;NOISE STILL OCCURS&#41;
FOUND ONE OF THE MODULE BRACKET BESIDE BLOWER MOTOR IS RATTLING OVER BUMPS
",소음 관련,5
(BK) GENESIS COUPE [DK],북미,캐나다,CRASH PAD ASSY-MAIN,Q55,소음/이음_주행중,245,19231,"[C]check squeak from dash
[R]REPAIRED WELDS TEST DROVE AND NOISE WAS GONE
[T]HEARING NOISE FROM RIGHT FRONT 
SUSPECTED TSB BEHIND DASH BUT NOISE WAS COMING FROM OUT SIDE VEHICLE 
AFTER SEVERAL TEST DRIVES LOCATION WAS NARROWED DOWN TO BEHIND THE FENDER ON THE RIGHT SIDE OF VEHICLE 
REMOVED FRONT BUMPER, ROCKER COVER AND FENDER TEST DROVE AND LOCATED BRACKET ON RIGHT SIDE OF FRAME HORN BRACKET HAD BROKEN SPOT WELDS FLEXING CAUSING NOISE
[C]check squeak from dash
[R]REPAIRED WELDS TEST DROVE AND NOISE WAS GONE
[T]HEARING NOISE FROM RIGHT FRONT 
SUSPECTED TSB BEHIND DASH BUT NOISE WAS COMING FROM OUT SIDE VEHICLE 
AFTER SEVERAL TEST DRIVES LOCATION WAS NARROWED DOWN TO BEHIND THE FENDER ON THE RIGHT SIDE OF VEHICLE 
REMOVED FRONT BUMPER, ROCKER COVER AND FENDER TEST DROVE AND LOCATED BRACKET ON RIGHT SIDE OF FRAME HORN BRACKET HAD BROKEN SPOT WELDS FLEXING CAUSING NOISE
",소음 관련,0
(AD) AVANTE [F2],북미,캐나다,BAR ASSY-COWL CROSS,Q53,소음/이음_요철로/둔턱,30,919,"[C]CUSTOMER REPORTS THAT THERE IS A RATTLING NOISE WHEN GOING OVER BUMPS COMING FROM DRIVERS SIDE VENT ON LEFT SIDE OF THE STEERING WHEEL - VEHICLE HAS TO BE DRIVEN 5-10 MINS BEFORE NOISE PRESENTS ITSELF
[R]tech tightened all visible bolts on the wiper arm transmission assy, brake booster assy, i/p junction box, and crashpad
support and road tested the vehicle -- noise is no longer present. //// tech re-installed all removed components and torqued bolts to specification. tech completed final road test
[T]C90 loose fitting. tech road tested the vehicle and confirmed rattling noise over bumpy
surfaces. tech removed the lower knee bolster cover, instrument cluster fascia and drivers side vent assy -- noise still present. /// tech removed the knee airbag, instrument cluster, steering column shroud and r
",소음 관련,5
(AD) AVANTE [F2],북미,캐나다,BAR ASSY-COWL CROSS,Q55,소음/이음_주행중,1088,83748,"[C]CUSTOMER STATES THERE IS A RATTLING NOISE IN THE DASH - PLEASE CHECK AND ADVISE
[R]re torque front left strut and dashboard brackets.
op code: 66540R00
N29-C29
[T]CAUSE:POOR INSTALLATION
remove dashboard and found dashboard brackets loose from the firewall and front left strut mount also loose.
[C]CUSTOMER STATES THERE IS A RATTLING NOISE IN THE DASH - PLEASE CHECK AND ADVISE
[R]re torque front left strut and dashboard brackets.
op code: 66540R00
N29-C29
[T]CAUSE:POOR INSTALLATION
remove dashboard and found dashboard brackets loose from the firewall and front left strut mount also loose.
",소음 관련,5
(AD) AVANTE [F2],북미,캐나다,HOUSING ASSY-GL/BOX,Q52,소음/이음_공회전시,299,5194,"[C]DURING SERVICE CHECK, TECH FOUND RATTLE COMING FROM DASH.
[R]REALIGNED GLOVE BOX DOOR AND NOW NOISE IS GONE.
[T]HEARD RATTLE COMING FROM PASSENGER SIDE OF DASH. INSPECTED AREA AND FOUND GLOVE BOX MISALIGNED.
[C]DURING SERVICE CHECK, TECH FOUND RATTLE COMING FROM DASH.
[R]REALIGNED GLOVE BOX DOOR AND NOW NOISE IS GONE.
[T]HEARD RATTLE COMING FROM PASSENGER SIDE OF DASH. INSPECTED AREA AND FOUND GLOVE BOX MISALIGNED.
",소음 관련,4
(AD) AVANTE [F2],북미,캐나다,HOUSING ASSY-GL/BOX,Q53,소음/이음_요철로/둔턱,140,7326,"[C]WHEN ROAD TESTING VEHICLE, TECH FOUND RATTLE COMING FROM DASH.
[R]ADJUSTED GLOVE BOX DOOR AND NOW RATTLE IS GONE.
[T]HEARD RATTLE COMING FROM DASH ON PASSENGER SIDE. INSPECTED DASH AND FOUND GLOVE BOX DOOR OUT OF ADJUSTMENT.
[C]WHEN ROAD TESTING VEHICLE, TECH FOUND RATTLE COMING FROM DASH.
[R]ADJUSTED GLOVE BOX DOOR AND NOW RATTLE IS GONE.
[T]HEARD RATTLE COMING FROM DASH ON PASSENGER SIDE. INSPECTED DASH AND FOUND GLOVE BOX DOOR OUT OF ADJUSTMENT.
",소음 관련,4
(AD) AVANTE [F2],북미,캐나다,HOUSING ASSY-GL/BOX,Q55,소음/이음_주행중,646,18998,"[C]DURING SERVICE CHECK, TECH FOUND RATTLING NOISE COMING FROM THE RIGHT FRONT OF THE VEHICLE.
[R]REALIGNED GLOVE BOX DOOR AND NOISE IS NO LONGER PRESENT.
[T]WHILE PULLING VEHICLE INTO GARAGE, NOTICED RATTLE COMING FROM R/F INTERIOR. INSPECTED AND FOUND GLOVE BOX DOOR OUT OF ALIGNMENT.
[C]DURING SERVICE CHECK, TECH FOUND RATTLING NOISE COMING FROM THE RIGHT FRONT OF THE VEHICLE.
[R]REALIGNED GLOVE BOX DOOR AND NOISE IS NO LONGER PRESENT.
[T]WHILE PULLING VEHICLE INTO GARAGE, NOTICED RATTLE COMING FROM R/F INTERIOR. INSPECTED AND FOUND GLOVE BOX DOOR OUT OF ALIGNMENT.
",소음 관련,4
(AD) AVANTE [F2],북미,캐나다,HOUSING ASSY-GL/BOX,Q55,소음/이음_주행중,245,7000,"[C]Customer state that there is noise in corner of dash on passenger side...Plastic noise.
[R]Reinstall glove compartment with foam tape along the inside bottom of glove compartment, Did road test; no more vibration noise.
[T]Did road test with customer and reproduce noise coming from glove compartment. Remove glove compartment, didn't see nothing wrong, reinstall glove compartment, did road test and still have noise. Remove glove compartment did road test and no noise.
[C]Customer state that there is noise in corner of dash on passenger side...Plastic noise.
[R]Reinstall glove compartment with foam tape along the inside bottom of glove compartment, Did road test; no more vibration noise.
[T]Did road test with customer and reproduce noise coming from glove compartment. Remove glove compartment, didn't see nothing wrong, reinstall glove compartment, did road test and still have noise. Remove glove compartment did road test and no noise.
",소음 관련,4
(AD) AVANTE [F2],북미,캐나다,HOUSING ASSY-GL/BOX,Q55,소음/이음_주행중,226,10790,"[C]During service inspection found rattling noise coming from passenger side of dash
[R]Re-aligned, repositioned glove box door and recheck, ok
[T]Confirmed, inspected dash area and found noise coming from glove box. found glove box door misaligned.
[C]During service inspection found rattling noise coming from passenger side of dash
[R]Re-aligned, repositioned glove box door and recheck, ok
[T]Confirmed, inspected dash area and found noise coming from glove box. found glove box door misaligned.
",소음 관련,4
(AD) AVANTE [F2],북미,캐나다,HOUSING ASSY-GL/BOX,Q55,소음/이음_주행중,253,15739,"[C]check for rattle in front end
[R]applied foam tape on right side, road test, noise gone
[T]glove box door out of align on right side
",소음 관련,4
(AD) AVANTE [F2],북미,캐나다,HOUSING ASSY-GL/BOX,Q55,소음/이음_주행중,147,10715,"[C]RATTLING NOISE COMING FROM RF INTERIOR OF VEHICLE
[R]READJUSTED GLOVE BOX AND RUBBING NOISE WENT AWAY
[T]NOTICED A RATTLING/BUZZING NOISE COMING FROM INSIDE THE VEHICLE ON THE RIGHT FRONT DASH AREA. INSPECTED AREA AND FOUND GLOVE BOX RUBBING ON FRAME
[C]RATTLING NOISE COMING FROM RF INTERIOR OF VEHICLE
[R]READJUSTED GLOVE BOX AND RUBBING NOISE WENT AWAY
[T]NOTICED A RATTLING/BUZZING NOISE COMING FROM INSIDE THE VEHICLE ON THE RIGHT FRONT DASH AREA. INSPECTED AREA AND FOUND GLOVE BOX RUBBING ON FRAME
",소음 관련,4
(AD) AVANTE [F2],북미,캐나다,ARMREST ASSY-CONSOLE,Q55,소음/이음_주행중,1015,38256,"[C]CENTER CONSOLE MATERIAL FALLING OFF
[R]REPLACE CONSOLE LID
[T]VERIFY CUSTOMER CONCERN. CENTER CONSOLE LID MATERIAL DELAMINATION
[C]CENTER CONSOLE MATERIAL FALLING OFF
[R]REPLACE CONSOLE LID
[T]VERIFY CUSTOMER CONCERN. CENTER CONSOLE LID MATERIAL DELAMINATION
",소음 관련,1
(AD) AVANTE [F2],북미,캐나다,ARMREST ASSY-CONSOLE,Q55,소음/이음_주행중,29,3507,"[C]CUSTOMER COMPLAINS OF STITCHING ON ARMREST COMING APART
[R]REPLACE CENTRE ARMREST CONSOLE
[T]FOUND FAULTY STITCHING
[C]CUSTOMER COMPLAINS OF STITCHING ON ARMREST COMING APART
[R]REPLACE CENTRE ARMREST CONSOLE
[T]FOUND FAULTY STITCHING
",소음 관련,1
(AD) AVANTE [F2],북미,캐나다,ARMREST ASSY-CONSOLE,Q55,소음/이음_주행중,597,2914,"[C]CUSTOMER STATES THAT CENTRE CONSOLE IS SQUEAKING
[R]REPLACED CENTRE CONSOLE ARM REST.
[T]INSPECTED AND FOUND THE ARM REST TO MAKE LOTS OF NOISE WHEN MOVING OR APPLYING PRESSURE. ARM REST LOOKS TO HAVE INTERNALLY SEPARATED CAUSING IT TO SQUEAK. INSPECTED AND ADJUSTED ARM REST NOISE TO BE FIXED FOR NOW. CUSTOMER TO MONITOR. REQUIRED TO REPLACE CENTRE CONSOLE ARM REST
[D]LTS
",소음 관련,1
(AD) AVANTE [F2],북미,캐나다,ARMREST ASSY-CONSOLE,Q55,소음/이음_주행중,84,5778,"[C]noise coming from console area
[R]tightened up screws on console road tested noise is gone
[T]comfirned the noise after driving found some parts loose
",소음 관련,1
(AD) AVANTE [F2],북미,캐나다,ARMREST ASSY-CONSOLE,Q56,소음/이음_개폐시,168,7117,"[C]ARMREST CREAKS WHEN EXTENDED
[R]REPLACED
[T]REQUIRES ARMREST
[C]ARMREST CREAKS WHEN EXTENDED
[R]REPLACED
[T]REQUIRES ARMREST
",소음 관련,1
(AD) AVANTE [F2],북미,캐나다,ARMREST ASSY-CONSOLE,Q57,소음/이음_작동시,139,10967,"[C]noise from the armrest
[R]rep;laced armrest no more noise
[T]found arm rest to be noisey
[C]noise from the armrest
[R]rep;laced armrest no more noise
[T]found arm rest to be noisey
",소음 관련,1
